Frequency	Magnitude	Phase
273.0397	23.2601	-217.0037
273.1959	22.2166	-225.5241
273.3521	22.5855	-226.4291
273.5083	21.0259	-224.3130
273.6645	21.5935	-220.1825
273.8207	20.3202	-224.2575
273.9769	22.2135	-222.1221
274.1331	21.0077	-222.3706
274.2893	22.9590	-234.5549
274.4455	19.5034	-230.3424
274.6017	22.3507	-230.2315
274.7579	20.6207	-219.3431
274.9141	22.4687	-224.5511
275.0703	19.9595	-220.4080
275.2265	19.9205	-231.1295
275.3827	20.2570	-223.7732
275.5389	17.5277	-224.7251
275.6951	18.8798	-224.7711
275.8513	20.9454	-224.1600
276.0075	17.5952	-222.1947
276.1637	18.2888	-225.0937
276.3199	20.3103	-233.3379
276.4761	20.1252	-226.0890
276.6323	19.3589	-226.8667
276.7885	19.9888	-227.9495
276.9447	18.6076	-226.4425
277.1009	16.6788	-224.2228
277.2571	18.6854	-223.4178
277.4133	17.4711	-227.0479
277.5695	16.6871	-227.4210
277.7257	17.8573	-232.5387
277.8819	18.1031	-220.6417
278.0381	18.3902	-230.5701
278.1943	17.6818	-228.1674
278.3505	18.8220	-225.0469
278.5067	19.4709	-220.5188
278.6629	15.4559	-228.7408
278.8191	15.4765	-233.8265
278.9753	17.4674	-227.9138
279.1315	17.4798	-227.6760
279.2877	18.0419	-221.0374
279.4439	18.9129	-226.3184
279.6001	16.6742	-226.1679
279.7563	17.3344	-228.4808
279.9125	16.6547	-228.8465
280.0687	16.7613	-229.9806
280.2249	15.9791	-225.2110
280.3811	19.0167	-233.3989
280.5373	17.4318	-236.9637
280.6935	17.2406	-223.7134
280.8497	15.5419	-231.5173
281.0059	16.2639	-223.8088
281.1621	19.0191	-229.1458
281.3183	16.3853	-229.7450
281.4745	15.6023	-232.7303
281.6307	16.1410	-229.3470
281.7869	17.1830	-235.4308
281.9431	16.2802	-229.9351
282.0993	15.7290	-225.2837
282.2555	12.9250	-223.6081
282.4117	13.3559	-230.1124
282.5679	15.5456	-226.0601
282.7241	13.5780	-226.8177
282.8803	16.1617	-231.9655
283.0366	13.9226	-228.6771
283.1928	16.7692	-227.2570
283.3490	15.9679	-231.1057
283.5052	14.7969	-231.6451
283.6614	13.8785	-232.7941
283.8176	15.1493	-229.4171
283.9738	15.7009	-235.2538
284.1300	13.8981	-226.1102
284.2862	15.4210	-221.7822
284.4424	16.4682	-223.9958
284.5986	14.6148	-226.3027
284.7548	14.5785	-232.4304
284.9110	13.5527	-230.1414
285.0672	15.7160	-222.4686
285.2234	15.4770	-231.1260
285.3796	13.3956	-229.2052
285.5358	13.3519	-230.3716
285.6920	14.1129	-226.8162
285.8482	14.6834	-225.4072
286.0044	13.6057	-233.5445
286.1606	14.1007	-227.2796
286.3168	14.4460	-233.6863
286.4730	15.7557	-228.2533
286.6292	14.1102	-232.5823
286.7854	13.5988	-224.2935
286.9416	15.1018	-227.1709
287.0978	13.9637	-229.5786
287.2540	14.3316	-233.7138
287.4102	13.5807	-229.9854
287.5664	14.9924	-232.4559
287.7226	16.0610	-228.0189
287.8788	15.4787	-227.1726
288.0350	15.0001	-225.1993
288.1912	13.4563	-226.8765
288.3474	12.1005	-232.5219
288.5036	13.8428	-231.4692
288.6598	12.7162	-230.5277
288.8160	14.5088	-230.3712
288.9722	15.6601	-237.0762
289.1284	14.0614	-228.5073
289.2846	14.0116	-230.8254
289.4408	13.4522	-237.8020
289.5970	12.6481	-233.3411
289.7532	15.4120	-235.7679
289.9094	14.6360	-229.7195
290.0656	14.6161	-226.8357
290.2218	13.0356	-232.2058
290.3780	16.0082	-236.6466
290.5342	12.7841	-228.3461
290.6904	13.8330	-225.6100
290.8466	14.2742	-235.7302
291.0028	13.9384	-232.9798
291.1590	13.2497	-230.9076
291.3152	14.4634	-225.3465
291.4714	13.2057	-229.6221
291.6276	14.4647	-236.2106
291.7838	11.7004	-233.7764
291.9400	12.6789	-230.5700
292.0962	14.4423	-231.2556
292.2524	14.3834	-235.8382
292.4086	12.2958	-234.7182
292.5648	13.2724	-230.5905
292.7210	14.1191	-224.8304
292.8772	12.6045	-236.9637
293.0334	15.4922	-235.5878
293.1896	14.2464	-233.8543
293.3458	13.3202	-235.8544
293.5020	14.3195	-229.0007
293.6582	13.5423	-224.6451
293.8144	14.1948	-226.5621
293.9706	14.2663	-231.2482
294.1268	12.2194	-234.0255
294.2830	15.7958	-234.9780
294.4392	12.0726	-237.6659
294.5954	12.6523	-234.3600
294.7516	12.8778	-235.9045
294.9078	13.1346	-232.9415
295.0640	11.9549	-239.1645
295.2202	12.6653	-234.9373
295.3764	13.8395	-237.1804
295.5326	14.8688	-231.7601
295.6888	13.1710	-236.6617
295.8450	14.8551	-237.9679
296.0012	12.6848	-235.8180
296.1575	13.2367	-228.8961
296.3137	13.6753	-239.5632
296.4699	15.5946	-233.2053
296.6261	16.6068	-234.7220
296.7823	14.6609	-234.2479
296.9385	11.8599	-234.4896
297.0947	13.4505	-231.5608
297.2509	15.8466	-233.6641
297.4071	14.5351	-231.1123
297.5633	12.8665	-236.6679
297.7195	13.6377	-233.7629
297.8757	12.8780	-234.1976
298.0319	16.7358	-241.1722
298.1881	14.8607	-235.9766
298.3443	15.1098	-238.3800
298.5005	15.5379	-236.2637
298.6567	15.0615	-238.3299
298.8129	15.8354	-237.8380
298.9691	15.7028	-240.1969
299.1253	13.9326	-233.9803
299.2815	13.9797	-236.5565
299.4377	14.2394	-239.6078
299.5939	15.5550	-234.2095
299.7501	15.9780	-228.3405
299.9063	15.0749	-229.0792
300.0625	15.0389	-237.6466
300.2187	13.5460	-242.8245
300.3749	14.2980	-242.2455
300.5311	15.5741	-236.9193
300.6873	14.6040	-229.7684
300.8435	16.4017	-239.1166
300.9997	17.0879	-230.3204
301.1559	14.8648	-234.4178
301.3121	14.8032	-238.7552
301.4683	15.5762	-238.4956
301.6245	15.4486	-235.3408
301.7807	15.0230	-239.9178
301.9369	17.3532	-232.9942
302.0931	14.4781	-239.6273
302.2493	15.6587	-238.2998
302.4055	15.3686	-241.2654
302.5617	15.6811	-239.8664
302.7179	13.9656	-240.2370
302.8741	15.1071	-241.7896
303.0303	14.9315	-237.9233
303.1865	15.9184	-238.7285
303.3427	15.9992	-237.7471
303.4989	15.4715	-238.8132
303.6551	17.3594	-237.1555
303.8113	16.1923	-237.1013
303.9675	17.5825	-238.9837
304.1237	15.8499	-238.5819
304.2799	16.4014	-231.0634
304.4361	15.6615	-233.4913
304.5923	16.3797	-245.0512
304.7485	17.1068	-235.6809
304.9047	18.7170	-236.3306
305.0609	18.3029	-241.0943
305.2171	17.4122	-228.0151
305.3733	15.9862	-237.0257
305.5295	18.4940	-239.1430
305.6857	15.0256	-242.5462
305.8419	17.9606	-239.5202
305.9981	18.4156	-232.9966
306.1543	16.5643	-244.0757
306.3105	16.3951	-236.7712
306.4667	18.2551	-241.2028
306.6229	18.5518	-244.8136
306.7791	17.6551	-238.1534
306.9353	18.7282	-236.5697
307.0915	17.4769	-238.0879
307.2477	16.8207	-240.8025
307.4039	17.8098	-241.5293
307.5601	19.0181	-232.2851
307.7163	20.1908	-239.6309
307.8725	20.1177	-243.2941
308.0287	19.2597	-243.6583
308.1849	17.0495	-236.4290
308.3411	17.1847	-240.0149
308.4973	19.3651	-234.8932
308.6535	18.1076	-240.3434
308.8097	17.4864	-230.9073
308.9659	17.0789	-240.4517
309.1221	19.5940	-232.5759
309.2784	20.0420	-240.4758
309.4346	20.4266	-243.1775
309.5908	20.1775	-239.5679
309.7470	18.6090	-241.2133
309.9032	20.1004	-234.4100
310.0594	17.8306	-248.0496
310.2156	17.4936	-244.5545
310.3718	20.0314	-246.7849
310.5280	20.6491	-240.6124
310.6842	21.2236	-246.5342
310.8404	21.8776	-249.0363
310.9966	21.2077	-240.0202
311.1528	18.7028	-247.4693
311.3090	20.3047	-239.8686
311.4652	19.6572	-240.6472
311.6214	23.4441	-239.7077
311.7776	20.3031	-235.0476
311.9338	21.1160	-239.6861
312.0900	20.0728	-244.6763
312.2462	21.1223	-243.5976
312.4024	22.3644	-244.9589
312.5586	21.0478	-247.0710
312.7148	21.6926	-239.1244
312.8710	20.7842	-249.8859
313.0272	22.8445	-246.8775
313.1834	21.5361	-244.9692
313.3396	23.9926	-245.5588
313.4958	22.7077	-243.4566
313.6520	21.6784	-241.5747
313.8082	23.6352	-244.2395
313.9644	21.0992	-250.4445
314.1206	24.5547	-251.3361
314.2768	23.2545	-243.3527
314.4330	25.3464	-247.4506
314.5892	22.3798	-242.7158
314.7454	24.9021	-243.1720
314.9016	21.7598	-249.2824
315.0578	24.6220	-240.0265
315.2140	24.6904	-247.2290
315.3702	24.5896	-241.3298
315.5264	21.7434	-247.5316
315.6826	23.7254	-242.7267
315.8388	27.3033	-244.6594
315.9950	23.8983	-244.0709
316.1512	23.5188	-241.3209
316.3074	25.3084	-242.6534
316.4636	26.8730	-247.7755
316.6198	25.5051	-241.6593
316.7760	25.1611	-238.9662
316.9322	24.4889	-251.2757
317.0884	26.0164	-243.2210
317.2446	23.1162	-245.5690
317.4008	27.3796	-243.7668
317.5570	26.4697	-242.6553
317.7132	27.8206	-239.6817
317.8694	28.4485	-244.7564
318.0256	25.3730	-249.8020
318.1818	28.1169	-242.6588
318.3380	27.7580	-249.0404
318.4942	27.0730	-245.2876
318.6504	27.8402	-249.0772
318.8066	28.5229	-246.5289
318.9628	27.8139	-236.9434
319.1190	27.2159	-240.0590
319.2752	28.8802	-251.7178
319.4314	29.5700	-251.2328
319.5876	29.0694	-242.3993
319.7438	29.2304	-243.8977
319.9000	28.5877	-244.0243
320.0562	30.5186	-248.6678
320.2124	29.7244	-250.9943
320.3686	30.8691	-247.6358
320.5248	31.3390	-244.4781
320.6810	32.9585	-246.5709
320.8372	30.2752	-241.0871
320.9934	33.4207	-246.8526
321.1496	31.4207	-242.1329
321.3058	31.0671	-245.0516
321.4620	33.1277	-247.3197
321.6182	33.1707	-249.8843
321.7744	32.1412	-246.0790
321.9306	31.5933	-245.6860
322.0868	33.5621	-249.0165
322.2430	33.0570	-248.0559
322.3993	31.3756	-243.7062
322.5555	34.9447	-251.6362
322.7117	33.0740	-247.9190
322.8679	34.6094	-245.1052
323.0241	34.1727	-249.0288
323.1803	32.5711	-242.0475
323.3365	32.6275	-244.0426
323.4927	33.8086	-238.0787
323.6489	35.4543	-244.8386
323.8051	34.4661	-250.3417
323.9613	36.5558	-253.7558
324.1175	36.2783	-251.0548
324.2737	35.7369	-241.8682
324.4299	34.7519	-248.5356
324.5861	38.3615	-248.4817
324.7423	35.5145	-250.3417
324.8985	38.2085	-244.6774
325.0547	35.4237	-254.5986
325.2109	37.5259	-251.4437
325.3671	39.8788	-240.2755
325.5233	37.7848	-244.9489
325.6795	39.4517	-247.6921
325.8357	37.5526	-250.7418
325.9919	39.3300	-244.8984
326.1481	37.8171	-254.1220
326.3043	41.1528	-252.1050
326.4605	39.4554	-252.9552
326.6167	40.6166	-246.3549
326.7729	41.4874	-250.6767
326.9291	40.7924	-254.0350
327.0853	39.4781	-253.3253
327.2415	40.3922	-248.8448
327.3977	39.8514	-246.6627
327.5539	43.5208	-247.8064
327.7101	41.2716	-249.1669
327.8663	43.2606	-245.6572
328.0225	41.0829	-247.4620
328.1787	41.4665	-250.2951
328.3349	42.1071	-248.3523
328.4911	39.1913	-252.5777
328.6473	42.8421	-251.9666
328.8035	43.6416	-252.3820
328.9597	42.1117	-246.4981
329.1159	41.9491	-251.3780
329.2721	42.2888	-247.3963
329.4283	43.8493	-250.4503
329.5845	46.2896	-256.5743
329.7407	45.3312	-257.3373
329.8969	44.0494	-250.0628
330.0531	45.3044	-247.7729
330.2093	45.8548	-253.1808
330.3655	46.1635	-251.9524
330.5217	44.8782	-251.5168
330.6779	46.1506	-247.6062
330.8341	47.4399	-248.1348
330.9903	46.2271	-255.2773
331.1465	46.6655	-245.4037
331.3027	46.9318	-245.4402
331.4589	46.7787	-254.7478
331.6151	49.6375	-244.6800
331.7713	49.1372	-259.0076
331.9275	49.5283	-250.2445
332.0837	50.2235	-253.2590
332.2399	49.4996	-252.0630
332.3961	49.2025	-252.4854
332.5523	48.7295	-252.5400
332.7085	47.8485	-251.5516
332.8647	48.9003	-255.6573
333.0209	50.4895	-248.1336
333.1771	49.0403	-258.5790
333.3333	50.0897	-257.7803
333.4895	50.0563	-252.9785
333.6457	50.7577	-252.0454
333.8019	50.8257	-249.0610
333.9581	52.1997	-257.1877
334.1143	50.0616	-246.5378
334.2705	50.5875	-252.7079
334.4267	50.8905	-247.4945
334.5829	54.0853	-259.6307
334.7391	51.6371	-252.4866
334.8953	53.9668	-256.2557
335.0515	54.5253	-256.8996
335.2077	52.6620	-257.4500
335.3639	52.5054	-252.6443
335.5201	53.7862	-246.5550
335.6764	54.0273	-248.5656
335.8326	56.1304	-254.8769
335.9888	52.1409	-252.6145
336.1450	53.4821	-259.9218
336.3012	55.0930	-258.8785
336.4574	52.6646	-254.5677
336.6136	55.4952	-248.0530
336.7698	54.8897	-256.2499
336.9260	55.8757	-256.1533
337.0822	54.7520	-252.1650
337.2384	57.0611	-252.3810
337.3946	56.9441	-249.9803
337.5508	56.2192	-246.3349
337.7070	56.8882	-249.2395
337.8632	55.9964	-251.9905
338.0194	56.8950	-254.6604
338.1756	58.0590	-259.4304
338.3318	55.6605	-254.9933
338.4880	58.3194	-260.4570
338.6442	58.3847	-259.5342
338.8004	58.0578	-250.0915
338.9566	58.8948	-248.1832
339.1128	60.0016	-255.2839
339.2690	56.5606	-252.4744
339.4252	58.9293	-258.6175
339.5814	61.4272	-247.2279
339.7376	59.7739	-255.0149
339.8938	57.2979	-259.6058
340.0500	61.0711	-256.8684
340.2062	59.9914	-255.8140
340.3624	59.3213	-263.5299
340.5186	59.1222	-255.7390
340.6748	61.5630	-249.7671
340.8310	61.2395	-253.8733
340.9872	61.2094	-258.3728
341.1434	60.3178	-248.2577
341.2996	60.9107	-255.6987
341.4558	60.0567	-258.6354
341.6120	63.2199	-258.0801
341.7682	63.2568	-253.0750
341.9244	62.2899	-261.4761
342.0806	61.3690	-252.7115
342.2368	61.4639	-258.7025
342.3930	63.0796	-256.8083
342.5492	61.3852	-264.6292
342.7054	63.2610	-263.5074
342.8616	63.4850	-258.4158
343.0178	62.3033	-257.1230
343.1740	63.7425	-259.9557
343.3302	62.6720	-260.3147
343.4864	61.5898	-262.8041
343.6426	62.9324	-261.2026
343.7988	63.4496	-255.3521
343.9550	61.6871	-255.2866
344.1112	64.0657	-258.6147
344.2674	64.5535	-261.8284
344.4236	65.2769	-260.4596
344.5798	64.9204	-260.8502
344.7360	63.7168	-255.6681
344.8922	64.1563	-260.8742
345.0484	64.1746	-261.7763
345.2046	65.4213	-260.4675
345.3608	64.1227	-255.0535
345.5170	64.5029	-257.6028
345.6732	63.8638	-260.6315
345.8294	66.1393	-261.5575
345.9856	63.8141	-262.6504
346.1418	64.4132	-258.1505
346.2980	64.4332	-264.2542
346.4542	64.7513	-255.1901
346.6104	66.1995	-256.3847
346.7666	65.5604	-265.2299
346.9228	65.5597	-260.5999
347.0790	64.5970	-258.4974
347.2352	67.1816	-254.7185
347.3914	64.8195	-252.6999
347.5476	65.2825	-253.6642
347.7038	63.2687	-255.9234
347.8600	63.7872	-255.5560
348.0162	64.6208	-263.3730
348.1724	66.5854	-258.0331
348.3286	64.6841	-258.7474
348.4848	66.5319	-261.3394
348.6410	67.5790	-254.9557
348.7973	66.0988	-257.7214
348.9535	63.6516	-257.5856
349.1097	65.0961	-259.6725
349.2659	67.1463	-258.6381
349.4221	65.8580	-258.8796
349.5783	64.4169	-263.4090
349.7345	66.3846	-258.8943
349.8907	67.0709	-257.3624
350.0469	64.1336	-259.5637
350.2031	62.7470	-258.7046
350.3593	64.6209	-256.0772
350.5155	65.4369	-258.7337
350.6717	64.8954	-269.3855
350.8279	66.5826	-265.2309
350.9841	66.2761	-267.1445
351.1403	63.7854	-270.9315
351.2965	65.0341	-263.9558
351.4527	64.4155	-265.3830
351.6089	66.1057	-267.0109
351.7651	64.8240	-266.0096
351.9213	65.4703	-262.1616
352.0775	63.9106	-262.9052
352.2337	66.4308	-268.5158
352.3899	63.4364	-261.2179
352.5461	65.8940	-265.9471
352.7023	66.6309	-272.8964
352.8585	63.4743	-269.9185
353.0147	64.8648	-273.4397
353.1709	63.8005	-268.0492
353.3271	67.3796	-273.6602
353.4833	63.8110	-274.0916
353.6395	64.6867	-274.4462
353.7957	64.7918	-273.8264
353.9519	64.3581	-276.8287
354.1081	65.3725	-268.7121
354.2643	65.6268	-265.3633
354.4205	65.2680	-277.8990
354.5767	62.3509	-275.7681
354.7329	65.6704	-278.5233
354.8891	62.8550	-273.7278
355.0453	63.6859	-276.3864
355.2015	61.1714	-275.4408
355.3577	62.8395	-286.3604
355.5139	63.5146	-278.8366
355.6701	63.3332	-280.8795
355.8263	61.7339	-280.3990
355.9825	64.8548	-280.4934
356.1387	63.5177	-278.9736
356.2949	62.8957	-286.2732
356.4511	62.7175	-280.8171
356.6073	61.1335	-284.1644
356.7635	61.9815	-293.1852
356.9197	64.4067	-284.8362
357.0759	64.5341	-282.3811
357.2321	60.0827	-293.7437
357.3883	62.1319	-289.2977
357.5445	61.5500	-286.6313
357.7007	60.4659	-294.2350
357.8569	59.2817	-286.5770
358.0131	59.2286	-287.1031
358.1693	62.8475	-281.0101
358.3255	60.9225	-291.0480
358.4817	60.2605	-291.0305
358.6379	60.8986	-289.8447
358.7941	62.0724	-293.8580
358.9503	63.1099	-291.7339
359.1065	57.0179	-287.3680
359.2627	60.2234	-280.5899
359.4189	61.5578	-292.4263
359.5751	61.2618	-296.8471
359.7313	59.1307	-295.8395
359.8875	61.6647	-290.0087
360.0437	59.3627	-296.3258
360.1999	56.9916	-287.3729
360.3561	56.8609	-300.7761
360.5123	57.3852	-291.5885
360.6685	56.6142	-291.5137
360.8247	58.4215	-299.9107
360.9809	55.7309	-294.2800
361.1371	57.3808	-298.0781
361.2933	55.5729	-300.5509
361.4495	55.9118	-294.8097
361.6057	56.0277	-298.3781
361.7619	54.8233	-293.2918
361.9182	57.8780	-306.1548
362.0744	55.9503	-296.3212
362.2306	55.9533	-303.3720
362.3868	54.0811	-305.8146
362.5430	54.9713	-304.8182
362.6992	54.8884	-311.2718
362.8554	56.4028	-302.7771
363.0116	53.5454	-306.3961
363.1678	53.1450	-305.9736
363.3240	55.7557	-313.5932
363.4802	52.9527	-307.3783
363.6364	53.0873	-306.7498
363.7926	53.3148	-308.2157
363.9488	53.1346	-303.2424
364.1050	54.8816	-304.2389
364.2612	51.3218	-307.6394
364.4174	51.4979	-302.6478
364.5736	52.2765	-308.7591
364.7298	52.6961	-307.3853
364.8860	56.0649	-317.9514
365.0422	50.8961	-311.2760
365.1984	51.9047	-305.7319
365.3546	50.1691	-316.8999
365.5108	50.9478	-317.1915
365.6670	51.2587	-316.3787
365.8232	50.4095	-308.6965
365.9794	51.9932	-317.1195
366.1356	51.6491	-315.3704
366.2918	47.1408	-312.9865
366.4480	46.4734	-318.9718
366.6042	49.6333	-327.1477
366.7604	47.2882	-315.4825
366.9166	49.5861	-319.1216
367.0728	48.7001	-322.8205
367.2290	49.6411	-323.9780
367.3852	45.7682	-320.6607
367.5414	47.2172	-317.0827
367.6976	48.1526	-322.9197
367.8538	46.3512	-319.0623
368.0100	47.0892	-318.5503
368.1662	47.6328	-332.1032
368.3224	49.3183	-323.9731
368.4786	45.8052	-319.0111
368.6348	47.6289	-326.6278
368.7910	45.1051	-322.7770
368.9472	44.0608	-326.3146
369.1034	45.9449	-320.5651
369.2596	45.0141	-329.6795
369.4158	41.6421	-333.1327
369.5720	46.7235	-330.3927
369.7282	42.8807	-327.8113
369.8844	43.6585	-328.5871
370.0406	43.9029	-326.0587
370.1968	42.0683	-331.8268
370.3530	42.9969	-326.8961
370.5092	42.4857	-334.2763
370.6654	43.2703	-331.1262
370.8216	42.3885	-333.3599
370.9778	41.2398	-328.1169
371.1340	38.0730	-327.2344
371.2902	42.5196	-323.4128
371.4464	41.4870	-334.9079
371.6026	39.6228	-330.7629
371.7588	39.9985	-325.7379
371.9150	41.9042	-335.6375
372.0712	39.7909	-331.7735
372.2274	37.2724	-325.2667
372.3836	40.0735	-322.9567
372.5398	39.2242	-326.8911
372.6960	37.5932	-331.3876
372.8522	38.2553	-333.9019
373.0084	37.7974	-329.6003
373.1646	36.0960	-336.2573
373.3208	37.1242	-332.7175
373.4770	38.1782	-335.0795
373.6332	36.8989	-336.6929
373.7894	38.0102	-323.2886
373.9456	36.0337	-330.3903
374.1018	34.0712	-326.8345
374.2580	36.7741	-329.5595
374.4142	36.2595	-335.5857
374.5704	36.4939	-331.9742
374.7266	36.7192	-325.7344
374.8828	35.5370	-325.1543
375.0391	33.6081	-329.6617
375.1953	34.2612	-333.6965
375.3515	34.0809	-326.4637
375.5077	35.0258	-331.2351
375.6639	34.9663	-333.0557
375.8201	33.8480	-330.3118
375.9763	34.4491	-329.4345
376.1325	33.6197	-338.1672
376.2887	33.0947	-336.8986
376.4449	31.1822	-325.1713
376.6011	32.1762	-326.9846
376.7573	32.6078	-332.6009
376.9135	33.5108	-330.4699
377.0697	31.0850	-327.3035
377.2259	30.0718	-340.0117
377.3821	32.9988	-337.5865
377.5383	31.5976	-333.2963
377.6945	30.6745	-337.4741
377.8507	33.6639	-331.0178
378.0069	29.6094	-331.0501
378.1631	29.7130	-329.3950
378.3193	31.0252	-336.7546
378.4755	29.6639	-337.8681
378.6317	28.6928	-332.4040
378.7879	28.4496	-337.0904
378.9441	27.0133	-333.1682
379.1003	26.2201	-332.4038
379.2565	27.2619	-333.4741
379.4127	25.7137	-337.5044
379.5689	29.4182	-331.7664
379.7251	28.8604	-332.8677
379.8813	26.9965	-334.6861
380.0375	23.9443	-336.7265
380.1937	29.5676	-338.7880
380.3499	29.9578	-336.3513
380.5061	28.0449	-335.4428
380.6623	27.0090	-339.1055
380.8185	25.3976	-332.0141
380.9747	26.3654	-338.2284
381.1309	25.3701	-333.0574
381.2871	28.7509	-332.6869
381.4433	26.4220	-337.0295
381.5995	24.9749	-330.5447
381.7557	26.4626	-335.8910
381.9119	25.4366	-335.5709
382.0681	24.4500	-338.7031
382.2243	24.3280	-329.4471
382.3805	23.8483	-338.9336
382.5367	22.4271	-329.6668
382.6929	24.1102	-335.4807
382.8491	23.7489	-336.7764
383.0053	24.4564	-333.2266
383.1615	23.9393	-334.3087
383.3177	22.1147	-337.1177
383.4739	22.1110	-338.8956
383.6301	23.3047	-334.8063
383.7863	23.0721	-335.6429
383.9425	22.5150	-335.9304
384.0987	21.5548	-333.2021
384.2549	23.7866	-329.4262
384.4111	21.1070	-336.2485
384.5673	22.1105	-339.5109
384.7235	20.6990	-337.0093
384.8797	21.0493	-334.9821
385.0359	23.0017	-338.4668
385.1921	20.9859	-329.7064
385.3483	19.4459	-337.9686
385.5045	20.0494	-338.0630
385.6607	19.6177	-333.6318
385.8169	20.7195	-339.3906
385.9731	20.6691	-335.5556
386.1293	19.3770	-340.2199
386.2855	17.0024	-335.7211
386.4417	21.7414	-336.9066
386.5979	16.3974	-337.7002
386.7541	18.9797	-338.4923
386.9103	18.7415	-339.2211
387.0665	18.4838	-339.9742
387.2227	19.0476	-332.5892
387.3789	19.5212	-330.3664
387.5351	19.6620	-334.0556
387.6913	17.2590	-333.2028
387.8475	18.2582	-333.1149
388.0037	17.9486	-332.6256
388.1600	17.6533	-340.4703
388.3162	17.7088	-337.4905
388.4724	20.1732	-338.3074
388.6286	16.3647	-341.1530
388.7848	17.7355	-337.6204
388.9410	17.7727	-332.9135
389.0972	19.5686	-338.0277
389.2534	17.9143	-340.0998
389.4096	16.8971	-343.5863
389.5658	18.8326	-336.1712
389.7220	17.6384	-338.8872
389.8782	16.7925	-336.3593
390.0344	17.5649	-337.9803
390.1906	15.8980	-340.5212
390.3468	17.3989	-341.6255
390.5030	16.3607	-334.6621
390.6592	17.4560	-336.4191
390.8154	16.6618	-340.6382
390.9716	16.5063	-341.3260
391.1278	16.1738	-339.7137
391.2840	16.2294	-340.6670
391.4402	14.9068	-336.5524
391.5964	14.9998	-338.3412
391.7526	17.5759	-339.2096
391.9088	16.0878	-346.2079
392.0650	17.0146	-340.5122
392.2212	15.9588	-335.4204
392.3774	16.2583	-337.8033
392.5336	15.4571	-343.6342
392.6898	15.8740	-337.7115
392.8460	16.3706	-336.3497
393.0022	13.3339	-342.2077
393.1584	14.3195	-329.3388
393.3146	14.9968	-333.6307
393.4708	14.0533	-335.7318
393.6270	13.6559	-337.9501
393.7832	12.6067	-339.4818
393.9394	11.6585	-344.5535
394.0956	13.6441	-343.0518
394.2518	12.8361	-340.4335
394.4080	12.7319	-338.1620
394.5642	13.4220	-339.1222
394.7204	12.2881	-336.5927
394.8766	12.9375	-337.7372
395.0328	13.5306	-343.1482
395.1890	14.2284	-341.1112
395.3452	12.5768	-340.0865
395.5014	12.6765	-332.9186
395.6576	13.2532	-344.6025
395.8138	13.8896	-345.8830
395.9700	11.6480	-343.1234
396.1262	13.5950	-340.3755
396.2824	13.0428	-337.6318
396.4386	13.7785	-344.5224
396.5948	12.8176	-343.6854
396.7510	12.7522	-341.9849
396.9072	11.8499	-336.4966
397.0634	13.2962	-336.0789
397.2196	11.5506	-335.6714
397.3758	11.0362	-339.7888
397.5320	9.9283	-340.5761
397.6882	12.3658	-337.2050
397.8444	10.4932	-343.9774
398.0006	12.5651	-339.3422
398.1568	11.7666	-336.3942
398.3130	12.5711	-340.5148
398.4692	10.0679	-338.4966
398.6254	11.1568	-341.3601
398.7816	12.7341	-340.1177
398.9378	10.2875	-345.6916
399.0940	10.1297	-342.0346
399.2502	10.6771	-344.6170
399.4064	9.7023	-341.4618
399.5626	10.1782	-342.5912
399.7188	10.4705	-337.7178
399.8750	10.4034	-342.9842
400.0312	12.1591	-339.3417
400.1874	9.6450	-334.9829
400.3436	9.8667	-341.2372
400.4998	11.0150	-342.9142
400.6560	12.1831	-340.2633
400.8122	9.6628	-343.3880
400.9684	13.4793	-351.8102
401.1246	11.5893	-346.6051
401.2808	8.9307	-341.6368
401.4371	12.4745	-347.9585
401.5933	10.9864	-336.0862
401.7495	11.1113	-343.3678
401.9057	12.8279	-337.7523
402.0619	9.4306	-346.1204
402.2181	11.3006	-346.7068
402.3743	10.2671	-340.5191
402.5305	11.4149	-345.7072
402.6867	10.5248	-348.3721
402.8429	9.1137	-343.9931
402.9991	11.1557	-344.3855
403.1553	10.6428	-342.0135
403.3115	10.7251	-341.1320
403.4677	10.9238	-342.2564
403.6239	10.4030	-346.1204
403.7801	10.5228	-341.8154
403.9363	11.4558	-345.4995
404.0925	11.0340	-341.9943
404.2487	10.0526	-345.7058
404.4049	8.7123	-339.1227
404.5611	9.2846	-342.3686
404.7173	8.6996	-340.4529
404.8735	9.1784	-349.6876
405.0297	9.8036	-343.8825
405.1859	7.6286	-339.8805
405.3421	8.1408	-341.1367
405.4983	8.7094	-345.0152
405.6545	11.1258	-346.4883
405.8107	8.7540	-347.0581
405.9669	10.2885	-344.9252
406.1231	9.8010	-338.9797
406.2793	8.8671	-341.6282
406.4355	8.2796	-353.5273
406.5917	8.5266	-341.0210
406.7479	9.8060	-350.7302
406.9041	10.9814	-345.5605
407.0603	10.6378	-345.0165
407.2165	10.3224	-334.4455
407.3727	9.2361	-342.8142
407.5289	8.5831	-343.3972
407.6851	9.7915	-342.2861
407.8413	11.4786	-346.8529
407.9975	7.7371	-337.5479
408.1537	8.3441	-349.9823
408.3099	8.3346	-343.2202
408.4661	7.0501	-346.3513
408.6223	8.7621	-346.8718
408.7785	10.7701	-340.3867
408.9347	8.7178	-348.9206
409.0909	9.5462	-349.8399
409.2471	9.5490	-348.4735
409.4033	8.4869	-351.5085
